employee_number|employee_grade|local_expat|assignment_status|employee_depute_branch|region|geography|group_customer|project_iou|project_type|department|employee_parent_iou|mapped_parent_ou_excluding_bps|mapped_sub_iou_parent_ou_excluding_bps|mapped_project_ou|mapped_sub_project_ou|tcs_exp|total_rel_exp|won_swon|delivery_unit|bg|emp_role|mlt_pool_category|status|completion_certification_id|completion_certification_name|completion_date
135434|C4|Local|Active Assignment|TCS - Hartford CT|United States|NORTH AMERICA||IS-BFSI-US East-Parent|OPEX|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - New England|IS-BFSI-US East-Parent|BFSI US East - New England|1+ yrs in TCS|19.35|SWON|IS-BFSI-US East-Parent|BFSI|Business Relationship Manager|Leadership and Sales|Completed|13873|LDP : Ambassador Corps - Global SalesÂ  training program|11/03/2021
908165|C3B|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - Rabobank|IS-BFSI-Europe NW-Parent|TIME AND MATERIAL|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.1-Group1|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.1-Group1|1+ yrs in TCS|16|WON|IS-BFSI-Europe NW-Parent|BFSI|Technical Lead|Generic|Completed|14174|Microsoft Certified Azure Administrator Associate Certification|14/10/2022
310884|C3A|Expat|Long Term US|TCS - NEW YORK 1 NY|United States|NORTH AMERICA||IS-BFSI-US East-Parent|OPEX|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - New England|IS-BFSI-US East-Parent|BFSI US East - New England|1+ yrs in TCS|17.4|SWON|IS-BFSI-US East-Parent|BFSI|Business Relationship Manager|Leadership and Sales|Completed|13873|LDP : Ambassador Corps - Global SalesÂ  training program|13/10/2020
488909|C3A|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - Westpac Banking Corporation|IS-BFS7-Parent|TURNKEY|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|1+ yrs in TCS|11.43|WON|BFSI-CBO-Parent|BFSI|Technical Architect|Generic|FY22 Completion|2064|Microsoft Certified Solutions Associate (MCSA): Windows Server 2012 Certification|20/02/2014
1460007|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.4-Group4|1+ yrs in TCS|12.11|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Lead|Generic|Completed|11957|Oracle Certified Associate, Java SE 8 Programmer (OCAJP/SCJA) Certification|28/09/2022
194801|C5|Local|Active Assignment|TCS - Los Angeles|United States|NORTH AMERICA||IS-BFSI-US West-Parent|OPEX|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.6-Group6|IS-BFSI-US West-Parent|IS-BFSI-US West 1.6-Group6|1+ yrs in TCS|18.48|SWON|IS-BFSI-US West-Parent|BFSI|Client Partner|Leadership and Sales|Completed|2931|TOGAF 9 Certified Certification|08/06/2016
530900|C3B|Expat|Long Term US|TCS - Detroit MI|United States|NORTH AMERICA|Group Client - American Automobile Association|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - PA & MI|IS-BFSI-US East-Parent|BFSI US East - PA & MI|1+ yrs in TCS|17.16|WON|IS-BFSI-US East-Parent|BFSI|Program Manager|Generic|Completed|1290|AWS Certified Solutions Architect - Associate Level Certification|28/08/2022
575294|C3B|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.1-Group1|1+ yrs in TCS|16.18|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Project Manager|Generic|Completed|3854|Professional Scrum Master II Certification|22/09/2022
224502|C3B|Local|Active Assignment|TCS - Trivandrum|Trivandrum|INDIA|Group Client - American Express Company|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|1+ yrs in TCS|15.22|WON|IS-BFSI-US West-Parent|BFSI|Project Manager|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|26/03/2022
916795|C3B|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TURNKEY|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GFT|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.6-Group6_GFT|1+ yrs in TCS|14.77|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Architect|Generic|Completed|#N/A|#N/A|#N/A
1119925|C3B|Local|Active Assignment|TCS - New Delhi|Delhi|INDIA|Group Client - Westpac Banking Corporation|IS-BFS7-Parent|TIME AND MATERIAL|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|1+ yrs in TCS|13.13|WON|IS-BFS7-Parent|BFSI|Developer|Generic|Completed|1290|AWS Certified Solutions Architect - Associate Level Certification|27/02/2020
230628|C3A|Expat|Long Term US|TCS - Dallas TX|United States|NORTH AMERICA|Group Client - New York Life Insurance Company|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|18.08|WON|IS-BFSI-US East-Parent|BFSI|Project Manager|Generic|FY22 Completion|14124|Microsoft Azure Fundamentals (AZ-900) Certification|03/11/2021
150166|C4|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - Westpac Banking Corporation|IS-BFS7-Parent|TURNKEY|CC|BFSI-Analytics & Insights-Parent|BFSI-Analytics & Insights-Parent|BFSI-A&I-Business Analytics 1.0|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|1+ yrs in TCS|18.06|WON|BFSI-Analytics & Insights-Parent|BFSI|Delivery Partner|Leadership and Sales|Completed|15815|Leadership : Transcend Delivery Management Certification|29/07/2022
326457|C3A|Expat|Active Assignment|TCCI - Canada|Canada|NORTH AMERICA|Group Client - Royal Bank of Canada|IS-BFSI-Canada-Parent|TURNKEY|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.3-Group3|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.3-Group3|1+ yrs in TCS|13.06|WON|IS-BFSI-Canada-Parent|BFSI|Analyst|Generic|Completed|13905|ITIL Foundation Certificate in IT Service Management (Version 4) Certification|31/08/2022
1214083|C3A|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - Vanguard|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - II|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - II|1+ yrs in TCS|12.39|WON|IS-BFSI-US East-Parent|BFSI|Technical Lead|Generic|Completed|#N/A|#N/A|#N/A
393509|C3B|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - Bank of America|IS-BFS7-Parent|TIME AND MATERIAL|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-BOA|IS-BFS7-Parent|IS-BFS7-BOA|1+ yrs in TCS|18.82|WON|IS-BFS7-Parent|BFSI|Delivery Manager|Generic|Completed|1824|SAFe Agilist (SA) Certification|21/09/2022
334297|C3A|Expat|Active Assignment|TCCI - Canada|Canada|NORTH AMERICA|Group Client - Morgan Stanley|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - I|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - I|1+ yrs in TCS|12.85|WON|IS-BFSI-US East-Parent|BFSI|Technical Lead|Generic|FY22 Completion|6254|ServiceNow Certified Implementation Specialist  Certification|04/11/2014
461406|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Westpac Banking Corporation|IS-BFS7-Parent|TURNKEY|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|1+ yrs in TCS|14.53|WON|IS-BFS7-Parent|BFSI|Developer|Generic|Completed|16152|Digital : Design Thinking for Growth and Transformation Consultants Certification|12/08/2022
1617267|C3A|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Bank of America|IS-BFS7-Parent|TIME AND MATERIAL|CC|BFSI-Analytics & Insights-Parent|BFSI-Analytics & Insights-Parent|BFSI-A&I-Business Analytics 1.0|IS-BFS7-Parent|IS-BFS7-BOA|1+ yrs in TCS|13.27|WON|BFSI-Analytics & Insights-Parent|BFSI|Technical Lead|Generic|Completed|14124|Microsoft Azure Fundamentals (AZ-900) Certification|26/08/2022
389032|C3B|Local|Active Assignment|TCS - New Delhi|Delhi|INDIA|Group Client - AEGON|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.6-Group6|IS-BFSI-US West-Parent|IS-BFSI-US West 1.6-Group6|1+ yrs in TCS|16.56|WON|IS-BFSI-US West-Parent|BFSI|Technical Architect|Generic|FY22 Completion|4164|Associate, Customer Service - ACS: Life Insurance Certification|24/01/2019
162837|C4|Local|Active Assignment|TCS - Kolkata|Kolkata|INDIA|Group Client - American International Group Inc.|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|17.14|WON|IS-BFSI-US East-Parent|BFSI|Service Delivery Owner|Generic|Completed|14124|Microsoft Azure Fundamentals (AZ-900) Certification|04/09/2021
154688|C4|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - NATIONWIDE|IS-BFSI-US East-Parent|TURNKEY|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Mid-West|IS-BFSI-US East-Parent|BFSI US East - Mid-West|1+ yrs in TCS|19.68|WON|IS-BFSI-US East-Parent|BFSI|Program Manager|Generic|Completed|#N/A|#N/A|#N/A
153695|C4|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - ABN Amro|IS-BFSI-Europe NW-Parent|TURNKEY|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.1-Group1|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.1-Group1|1+ yrs in TCS|19.76|WON|IS-BFSI-Europe NW-Parent|BFSI|Engagement Manager|Generic|Completed|1824|SAFe Agilist (SA) Certification|08/10/2022
529586|C3B|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA||IS-BFS7-Parent|OPEX|CC|IS-BFS7-Parent|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|IS-BFS7-Parent|IS-BFS7-ANZ 1.2-Group2|1+ yrs in TCS|15.06|SWON|IS-BFS7-Parent|BFSI|Delivery Manager|Generic|Completed|#N/A|#N/A|#N/A
326114|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Royal Bank Of Scotland|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.2-Group2|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.2-Group2|1+ yrs in TCS|13.06|WON|IS-BFSI-UK 1-Parent|BFSI|Analyst|Generic|FY22 Completion|1824|SAFe Agilist (SA) Certification|08/07/2017
206784|C3B|Local|Active Assignment|TCS - Pune|Pune|INDIA|Group Client - American Century Companies Inc.|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.6-Group6|IS-BFSI-US West-Parent|IS-BFSI-US West 1.6-Group6|1+ yrs in TCS|18.4|WON|IS-BFSI-US West-Parent|BFSI|Tower Lead|Generic|Completed|#N/A|#N/A|#N/A
203958|C4|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - Standard Life|IS-BFSI-UK 2-Parent|TURNKEY|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|17.77|WON|BFSI-Enterprise Application Services - Parent|BFSI|Technical Architect|Generic|Completed|1218|Oracle Hyperion Data Relationship Management 11.1.2 Certified Implementation Specialist Certification|26/01/2019
333972|C3B|Local|Active Assignment|RM Norway|Norway|EUROPE|Group Client - NETS HOLDING A/S|IS-BFSI-Europe NW-Parent|TURNKEY|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.5-Group5|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.5-Group5|1+ yrs in TCS|12.85|WON|IS-BFSI-Europe NW-Parent|BFSI|Business Relationship Manager|Leadership and Sales|FY22 Completion|4453|NSE-NCFM Options Trading Strategies Module Certification|13/08/2013
350094|C3B|Local|Resigned and Serving Notice Period|TCS - Bangalore|Bangalore|INDIA|Group Client - American Express Company|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|1+ yrs in TCS|12.59|WON|IS-BFSI-US West-Parent|BFSI|Developer|Generic|FY22 Completion|1135|Oracle Certified Professional, Java SE 5 Programmer Certification|24/03/2011
1678362|C3A|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - U.S. Bancorp|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|1+ yrs in TCS|11.74|WON|BFSI-Enterprise Application Services - Parent|BFSI|Agile Architect|Generic|Completed|4404|AWS Certified Developer â€“ Associate Level (ENGLISH)|11/08/2022
174458|C5|Expat|Active Assignment|TCS - COPENHAGENDenmark|Denmark|EUROPE||IS-BFSI-Europe NW-Parent|OPEX|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.4-Group4|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.4-Group4|1+ yrs in TCS|17.31|SWON|IS-BFSI-Europe NW-Parent|BFSI|Client Partner|Leadership and Sales|Completed|16701|Leadership : TCS Elevate Wings3 Curriculum|22/10/2021
174612|C4|Expat|Active Assignment|TCCI - Canada|Canada|NORTH AMERICA|Group Client - MANULIFE FINANCIAL CORP|IS-BFSI-Canada-Parent|TIME AND MATERIAL|CC|IS-BFSI-Canada-Parent|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.4-Group4|IS-BFSI-Canada-Parent|IS-BFSI-Canada 1.4-Group4|1+ yrs in TCS|16.94|WON|IS-BFSI-Canada-Parent|BFSI|Consultant|Generic|FY22 Completion|12599|ALMI - Associate, Life Management Institute Certification|30/03/2007
727378|C3B|Expat|Active Assignment|TCCI - Canada|Canada|NORTH AMERICA|Group Client - CITIGROUP|IS-BFSI-US SE & Latam-Parent|TIME AND MATERIAL|CC|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.2-Group2|IS-BFSI-US SE & Latam-Parent|IS-BFSI-US SE&Latam 1.2-Group2|1+ yrs in TCS|15.91|WON|IS-BFSI-US SE & Latam-Parent|BFSI|Technical Architect|Generic|Completed|1290|AWS Certified Solutions Architect - Associate Level Certification|12/03/2020
311487|C3A|Local|Active Assignment|TCS - Hyderabad|Hyderabad|INDIA|Group Client - M&G plc|IS-BFSI-UK 2-Parent|TURNKEY|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|13.89|WON|IS-BFSI-UK 2-Parent|BFSI|Technical Lead|Generic|FY22 Completion|14187|Microsoft Certified Azure Data Engineer Associate Certification|02/06/2021
744818|C3A|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|JOB|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|11.76|WON|BFSI-Enterprise Application Services - Parent|BFSI|Domain Consultant|Generic|FY22 Completion|10930|Pega Certified Senior System Architect (CSSA)|06/12/2020
251588|C3B|Local|Active Assignment|TCS - New Delhi|Delhi|INDIA|Group Client - Lloyds Banking Group plc|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.1-Group1|1+ yrs in TCS|14.31|WON|IS-BFSI-UK 1-Parent|BFSI|Project Manager|Generic|Completed|#N/A|#N/A|#N/A
218376|C3B|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Credit Suisse Group AG|IS-BFSI-Europe Central-Parent|TURNKEY|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.2-Group2|1+ yrs in TCS|15.38|WON|BFSI-Enterprise Application Services - Parent|BFSI|Technical Lead|Generic|FY22 Completion|18567|Oracle Cloud Infrastructure Foundations 2021 Associate Certification|29/10/2021
234978|C3B|Local|Active Assignment|TCS - Mumbai|Mumbai|INDIA|Group Client - Genworth Financial Inc.|IS-BFSI-US East-Parent|JOB|CC|BFSI-CBO-Parent|BFSI-CBO-Parent|BFSI-CBO-Infrastructure Services 1.0|IS-BFSI-US East-Parent|BFSI US East - Mid-Atlantic|1+ yrs in TCS|17.98|WON|BFSI-CBO-Parent|BFSI|Project Manager|Generic|Completed|1290|AWS Certified Solutions Architect - Associate Level Certification|02/01/2018
1103526|C3A|Expat|Active Assignment|TMCV - Mexico City|Mexico|LATAM|Group Client - INTER AMERICAN DEVELOPMENT BANK|IS-BFSI-US East-Parent|TURNKEY|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-US East-Parent|BFSI US East - Capital Region|1+ yrs in TCS|10.97|WON|BFSI-Enterprise Application Services - Parent|BFSI|Consultant|Generic|FY22 Completion|12360|C_HANATEC_12 - SAP Certified Technology Associate - SAP HANA (Edition 2016) Certification|08/02/2019
1225347|C3A|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - JP Morgan Chase|IS-BFSI-US East-Parent|TIME AND MATERIAL|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Large Bank/Mortgage|IS-BFSI-US East-Parent|BFSI US East - Large Bank/Mortgage|1+ yrs in TCS|12.47|WON|IS-BFSI-US East-Parent|BFSI|Developer|Generic|Completed|13604|Certified Kubernetes Application Developer (CKAD) Certification|24/08/2022
1574298|C3A|Local|Active Assignment|TCS - New Delhi|Delhi|INDIA|Group Client - American Express Company|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-US West-Parent|IS-BFSI-US West 1.2-Group2|1+ yrs in TCS|14.99|WON|BFSI-Enterprise Application Services - Parent|BFSI|Functional Analyst|Generic|Completed|1824|SAFe Agilist (SA) Certification|18/09/2022
251475|C4|Local|Active Assignment|TCS - Pune|Pune|INDIA||IS-BFSI-US East-Parent|OPEX|CC|IS-BFSI-US East-Parent|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - I|IS-BFSI-US East-Parent|BFSI US East - Capital Markets - I|1+ yrs in TCS|17.89|SWON|IS-BFSI-US East-Parent|BFSI|Delivery Partner|Leadership and Sales|FY22 Completion|3056|NSE-NCFM Investment Analysis and Portfolio Management Certification|18/10/2011
540921|C3A|Expat|Active Assignment|TBEL - Brussels|Belgium|EUROPE|Group Client - AXA|IS-BFSI-UK 2-Parent|TURNKEY|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.3-Group3|1+ yrs in TCS|10.94|WON|IS-BFSI-UK 2-Parent|BFSI|Technical Lead|Generic|Completed|4571|Licentiate Certification|11/10/2013
398550|C3B|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA|Group Client - Deutsche Bank|IS-BFSI-Europe Central-Parent|JOB|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.1-Group1|1+ yrs in TCS|19.69|WON|IS-BFSI-Europe Central-Parent|BFSI|Project Manager|Generic|Completed|#N/A|#N/A|#N/A
872659|C3A|Local|Resigned and Serving Notice Period|TCS - Kolkata|Kolkata|INDIA|Group Client - Athora|IS-BFSI-Europe NW-Parent|TIME AND MATERIAL|CC|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services - Parent|BFSI-Enterprise Application Services 1.0|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.1-Group1|1+ yrs in TCS|11.1|WON|BFSI-Enterprise Application Services - Parent|BFSI|Product Consultant|Generic|FY22 Completion|14124|Microsoft Azure Fundamentals (AZ-900) Certification|10/09/2021
254536|C3B|Local|Active Assignment|TCS - Chennai|Chennai|INDIA|Group Client - UNITED SERVICES AUTOMOBILE ASSOCIAT|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|1+ yrs in TCS|14.23|WON|IS-BFSI-US West-Parent|BFSI|Project Manager|Generic|Completed|3854|Professional Scrum Master II Certification|18/06/2022
142701|C4|Local|Active Assignment|TCS - Pune|Pune|INDIA|Group Client - HSBC|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.3-Group3|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.3-Group3|1+ yrs in TCS|18.52|WON|IS-BFSI-UK 1-Parent|BFSI|Solution Architect|Generic|FY22 Completion|13036|Google Cloud Certified Associate Cloud Engineer Certification|29/12/2021
317827|C3A|Local|Active Assignment|TCS - London|United Kingdom|UK|Group Client - Aviva|IS-BFSI-UK 2-Parent|TIME AND MATERIAL|CC|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.1-Group1|IS-BFSI-UK 2-Parent|IS-BFSI-UK 2.1-Group1|1+ yrs in TCS|13.58|WON|IS-BFSI-UK 2-Parent|BFSI|Technical Architect|Generic|Completed|14124|Microsoft Azure Fundamentals (AZ-900) Certification|25/08/2022
159610|C4|Expat|Active Assignment|TCS - London|United Kingdom|UK|Group Client - HSBC|IS-BFSI-UK 1-Parent|TIME AND MATERIAL|CC|BFSI-Consulting & Services Integration-Parent|BFSI-Consulting & Services Integration-Parent|BFSI-Consulting & Services Integration 1.0|IS-BFSI-UK 1-Parent|IS-BFSI-UK 1.3-Group3|1+ yrs in TCS|17.35|WON|BFSI-Consulting & Services Integration-Parent|BFSI|Program Manager|Generic|Completed|1824|SAFe Agilist (SA) Certification|01/02/2016
329971|C3A|Expat|Active Assignment|TGER - Deutschland|Germany|EUROPE|Group Client - Munich Re|IS-BFSI-Europe Central-Parent|TIME AND MATERIAL|CC|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.5-Group5|IS-BFSI-Europe Central-Parent|IS-BFSI-Europe Central 1.5-Group5|1+ yrs in TCS|12.91|WON|IS-BFSI-Europe Central-Parent|BFSI|Technical Lead|Generic|Completed|14187|Microsoft Certified Azure Data Engineer Associate Certification|05/09/2022
210385|C5|Local|Active Assignment|TCS - Bangalore|Bangalore|INDIA||IS-BFSI-Europe NW-Parent|OPEX|CC|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.4-Group4|IS-BFSI-Europe NW-Parent|IS-BFSI-Europe NW 1.4-Group4|1+ yrs in TCS|19.48|SWON|IS-BFSI-Europe NW-Parent|BFSI|Delivery Partner|Leadership and Sales|FY22 Completion|1824|SAFe Agilist (SA) Certification|08/01/2017
159716|C4|Expat|Long Term US|TCS - Dallas TX|United States|NORTH AMERICA|Group Client - UNITED SERVICES AUTOMOBILE ASSOCIAT|IS-BFSI-US West-Parent|TIME AND MATERIAL|CC|IS-BFSI-US West-Parent|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|IS-BFSI-US West-Parent|IS-BFSI-US West 1.3-Group3|1+ yrs in TCS|17.34|WON|IS-BFSI-US West-Parent|BFSI|Program Manager|Generic|Completed|16701|Leadership : TCS Elevate Wings3 Curriculum|19/02/2022
